time,wx,wy,wz
27.786,-0.00,0.02,-0.00
27.803,-0.00,0.02,-0.00
27.819,-0.00,0.01,-0.00
27.836,-0.00,0.00,-0.00
27.852,-0.00,0.00,-0.01
27.869,-0.00,0.01,-0.01
27.886,-0.00,0.01,-0.00
27.902,-0.01,0.00,-0.00
27.918,-0.01,0.01,-0.00
27.952,-0.01,0.02,-0.01
27.969,-0.02,-0.00,-0.00
27.986,-0.02,-0.00,-0.00
28.002,-0.01,0.00,-0.00
28.019,-0.01,0.01,-0.00
28.036,-0.01,0.02,-0.00
28.052,-0.01,0.03,-0.00
28.069,-0.02,0.03,-0.00
28.086,-0.02,0.03,-0.00
28.103,-0.02,0.01,-0.00
28.119,-0.03,-0.01,-0.00
28.136,-0.03,-0.01,0.00
28.152,-0.02,0.00,-0.00
28.169,-0.01,0.02,-0.00
28.186,-0.01,0.04,-0.01
28.203,-0.01,0.05,-0.01
28.219,-0.02,0.05,-0.01
28.236,-0.02,0.05,-0.01
28.252,-0.01,0.05,-0.00
28.269,-0.00,0.04,0.00
28.286,-0.00,0.04,0.01
28.303,-0.01,0.03,0.01
28.319,-0.01,0.03,0.01
28.336,-0.01,0.03,0.01
28.352,-0.01,0.02,0.00
28.369,-0.01,0.02,-0.00
28.386,-0.02,0.03,-0.00
28.403,-0.02,0.03,-0.01
28.419,-0.01,0.03,-0.01
28.435,0.00,0.02,-0.01
28.452,0.01,-0.00,-0.01
28.469,0.00,-0.02,-0.01
28.486,-0.00,-0.02,-0.01
28.502,-0.01,-0.01,-0.01
28.536,-0.01,-0.00,-0.01
28.552,-0.00,-0.00,-0.01
28.569,-0.01,-0.01,-0.01
28.586,-0.01,-0.02,-0.00
28.603,-0.01,-0.01,-0.00
28.619,-0.01,0.00,-0.01
28.636,-0.00,0.01,-0.01
28.652,0.00,0.01,-0.01
28.669,0.00,0.01,-0.01
28.686,0.01,0.01,-0.01
28.703,0.01,0.01,-0.00
28.719,0.01,0.00,-0.00
28.736,0.01,-0.00,0.00
28.752,0.01,0.00,0.00
28.769,0.01,0.00,0.01
28.786,0.02,0.00,0.01
28.803,0.02,-0.01,0.02
28.819,0.01,-0.02,0.02
28.836,0.01,-0.02,0.02
28.852,0.01,-0.01,0.02
28.869,0.04,0.02,0.01
28.886,0.07,0.07,0.01
28.903,0.10,0.11,-0.00
28.919,0.09,0.14,-0.00
28.936,0.07,0.15,-0.00
28.952,0.04,0.15,0.00
28.969,0.01,0.12,0.01
28.986,-0.01,0.07,0.02
29.003,-0.02,0.03,0.02
29.019,-0.03,0.03,0.01
29.036,-0.03,0.04,0.01
29.052,-0.04,0.03,0.00
29.069,-0.04,0.02,-0.00
29.086,-0.04,-0.00,-0.02
29.119,-0.03,-0.00,-0.02
29.136,-0.02,0.00,-0.02
29.152,-0.02,0.02,-0.01
29.186,-0.00,0.02,0.02
29.203,0.00,0.00,0.04
29.219,-0.01,-0.01,0.05
29.236,-0.01,-0.02,0.06
29.252,-0.01,-0.01,0.05
29.269,-0.00,0.02,0.05
29.286,0.00,0.05,0.04
29.303,0.00,0.07,0.03
29.319,0.00,0.08,0.03
29.336,0.00,0.09,0.03
29.352,0.00,0.09,0.01
29.369,-0.00,0.12,0.01
29.386,-0.00,0.14,0.00
29.403,-0.00,0.17,-0.01
29.418,0.00,0.21,-0.01
29.436,0.01,0.23,-0.02
29.452,0.02,0.32,-0.07
29.469,-0.02,0.41,-0.01
29.486,-0.01,0.44,0.03
29.503,0.00,0.42,0.01
29.519,-0.04,0.42,0.07
29.536,-0.07,0.42,0.06
29.552,-0.11,0.44,0.05
29.569,-0.14,0.48,0.06
29.586,-0.11,0.54,0.05
29.603,-0.00,0.70,0.01
29.619,0.08,0.99,-0.05
29.636,0.04,1.24,-0.10
29.652,-0.13,1.31,-0.13
29.669,-0.44,1.15,0.15
29.703,-0.46,1.04,0.49
29.719,-0.61,0.75,0.75
29.736,-0.49,0.54,0.40
29.769,0.27,0.67,-0.50
29.786,0.72,1.06,-0.94
29.803,1.07,1.76,-0.93
29.818,1.03,2.49,-0.36
29.836,0.57,2.82,0.22
29.852,-0.05,2.60,0.29
29.869,-0.24,1.88,-0.05
29.885,-0.14,1.22,-0.10
29.903,-0.06,0.92,0.06
29.919,0.08,0.70,0.07
29.936,0.31,0.57,0.07
29.952,0.48,0.59,0.10
29.969,0.38,0.79,0.09
29.986,0.08,1.19,0.12
30.002,-0.05,1.09,0.11
30.019,-0.17,0.61,0.06
30.036,-0.38,0.46,0.01
30.052,-0.49,0.28,0.01
30.069,-0.50,0.03,0.00
30.086,-0.46,0.15,-0.01
30.103,-0.41,0.43,-0.06
30.119,-0.31,0.67,-0.11
30.136,-0.22,0.87,-0.09
30.152,-0.22,0.83,-0.06
30.169,-0.27,0.71,0.06
30.186,-0.34,0.43,0.12
30.203,-0.37,0.29,0.07
30.219,-0.42,0.60,0.04
30.236,-0.30,0.86,0.38
30.252,-0.31,0.69,0.88
30.269,-0.79,0.69,1.03
30.286,-1.22,0.90,0.75
30.302,0.24,-0.24,0.07
30.319,0.83,0.10,0.01
30.352,0.82,1.06,-0.10
30.369,-0.03,2.58,-0.37
30.386,-0.27,2.06,-0.41
30.403,0.10,0.81,-0.25
30.419,0.42,-0.29,-0.07
30.436,0.40,-0.73,0.03
30.452,0.25,-0.58,0.03
30.469,0.17,-0.10,-0.03
30.486,-0.59,1.23,-0.52
30.503,-0.32,1.89,-0.27
30.519,0.32,0.95,0.15
30.536,0.62,-1.47,0.12
30.552,0.08,-2.12,0.10
30.569,-0.29,-1.59,-0.01
30.586,-0.33,-1.23,-0.12
30.603,-0.33,-0.73,-0.12
30.619,-0.26,-0.06,-0.12
30.636,-0.24,0.17,-0.05
30.652,-0.06,0.39,0.18
30.669,0.20,0.65,0.34
30.685,0.16,0.65,0.30
30.702,-0.19,0.36,0.07
30.719,-0.37,-0.14,0.00
30.736,-0.22,-0.54,0.24
30.752,0.02,-1.12,0.43
30.769,0.05,-1.43,0.58
30.786,-0.00,-1.46,0.79
30.802,-0.26,-1.18,0.44
30.819,-0.89,0.46,1.14
30.836,-0.91,0.06,2.33
30.852,-0.70,-1.77,4.72
30.869,-0.64,-2.74,4.10
30.886,-1.07,-2.94,1.85
30.902,-2.07,-0.96,-1.83
30.935,-0.95,-0.52,-2.28
30.952,1.45,-0.30,-0.66
30.969,1.84,-1.29,-0.10
30.986,1.28,-0.50,-0.16
31.002,0.58,1.35,-0.32
31.019,0.42,3.35,-0.45
31.036,0.85,4.01,-0.62
31.052,1.02,3.05,-0.94
31.069,0.74,1.70,-1.24
31.086,0.29,0.39,-1.25
31.103,0.69,-1.98,1.53
31.119,2.69,-8.05,8.83
31.136,-0.27,-6.18,6.13
31.152,-2.78,-5.09,3.31
31.169,-3.89,-3.97,1.74
31.186,-4.03,-1.98,0.74
31.202,-3.94,-0.28,0.36
31.219,-3.30,1.29,-0.31
31.236,-2.02,3.38,-1.52
31.252,-0.82,5.07,-2.72
31.269,0.26,5.18,-3.02
31.286,0.57,3.21,-2.87
31.302,0.20,1.24,-2.88
31.319,0.23,0.56,-2.50
31.336,0.21,2.42,2.07
31.352,1.76,1.65,3.94
31.369,2.22,-0.63,4.19
31.386,5.60,-4.68,2.49
31.402,8.89,-3.42,1.12
31.419,7.15,6.07,2.05
31.436,5.33,6.78,0.81
31.452,2.83,6.10,0.04
31.469,0.14,4.23,-1.45
31.486,1.02,2.87,-3.00
31.519,1.50,1.70,-3.52
31.535,1.68,1.54,-4.23
31.552,1.79,0.93,-4.28
31.586,3.37,2.05,-3.00
31.602,3.91,2.97,-3.06
31.619,4.17,4.03,-4.27
31.636,4.01,4.18,-6.41
31.652,4.22,2.55,-7.86
31.669,2.88,2.16,-6.55
31.686,1.72,6.95,-3.62
31.702,0.15,12.20,-2.53
31.719,-0.17,12.95,-3.89
31.736,1.87,10.27,-4.98
31.752,4.95,6.24,-5.33
31.769,7.48,3.25,-5.95
31.786,8.73,0.59,-7.36
31.802,8.84,-1.97,-8.45
31.819,7.84,-4.13,-8.85
31.836,6.47,-5.07,-8.89
31.852,4.73,-3.71,-8.52
31.869,2.78,-1.32,-7.47
31.885,1.60,-0.02,-6.83
31.902,1.09,0.48,-6.60
31.919,0.76,0.90,-6.36
31.936,0.78,1.59,-6.07
31.952,1.10,2.90,-5.70
31.969,1.50,5.35,-4.88
31.986,1.07,6.55,-3.38
32.002,-0.97,3.34,-1.87
32.019,-3.15,2.79,-1.35
32.035,-4.03,1.57,-0.58
32.052,-3.44,-0.41,0.18
32.069,-0.69,-1.03,0.80
32.102,0.13,-0.42,0.65
32.118,-0.17,0.03,-0.13
32.136,-0.04,1.50,-0.39
32.169,1.47,1.61,-1.46
32.186,1.30,-0.02,-1.83
32.202,0.56,-2.52,-2.44
32.219,-0.34,-3.16,-1.73
32.235,-0.91,-2.81,-0.78
32.252,-1.43,-2.39,-0.09
32.269,-1.56,-1.88,0.27
32.286,-1.36,-1.22,0.12
32.302,-0.84,-0.52,-0.22
32.319,-0.23,-0.54,-0.55
32.336,0.31,-0.87,-0.83
32.352,0.66,-0.67,-0.95
32.369,0.67,-0.53,-0.99
32.386,0.38,-0.03,-0.89
32.402,-0.10,0.10,-0.89
32.419,-0.27,0.14,-0.88
32.437,-0.18,0.01,-0.81
32.452,0.02,-0.25,-0.71
32.469,0.64,-0.18,-0.76
32.486,1.00,-0.37,-0.78
32.502,0.48,-0.59,-0.54
32.519,-0.17,-0.33,-0.40
32.535,-0.52,-0.26,-0.30
32.552,-0.45,-0.09,-0.31
32.569,0.06,0.25,-0.44
31.569,2.60,0.96,-3.62
31.584,3.37,2.05,-3.00
31.599,3.91,2.97,-3.06
31.614,4.17,4.03,-4.27
31.634,4.01,4.18,-6.41
31.649,4.22,2.55,-7.86
31.664,2.88,2.16,-6.55
31.679,1.72,6.95,-3.62
31.699,0.15,12.20,-2.53
31.714,-0.17,12.95,-3.89
31.729,1.87,10.27,-4.98
31.744,4.95,6.24,-5.33
31.764,7.48,3.25,-5.95
31.779,8.73,0.59,-7.36
31.794,8.84,-1.97,-8.45
31.809,7.84,-4.13,-8.85
31.829,6.47,-5.07,-8.89
31.844,4.73,-3.71,-8.52
31.859,2.78,-1.32,-7.47
31.874,1.60,-0.02,-6.83
31.894,1.09,0.48,-6.60
31.909,0.76,0.90,-6.36
31.923,0.78,1.59,-6.07
31.938,1.10,2.90,-5.70
31.958,1.50,5.35,-4.88
31.973,1.07,6.55,-3.38
31.988,-0.97,3.34,-1.87
32.003,-3.15,2.79,-1.35
32.023,-4.03,1.57,-0.58
32.038,-3.44,-0.41,0.18
32.053,-2.07,-1.36,0.73
32.068,-0.69,-1.03,0.80
32.088,0.13,-0.42,0.65
32.103,0.28,0.13,0.26
32.118,-0.17,0.03,-0.13
32.133,-0.04,1.50,-0.39
32.153,1.08,3.35,-1.00
32.168,1.47,1.61,-1.46
32.183,1.30,-0.02,-1.83
32.198,0.56,-2.52,-2.44
32.218,-0.34,-3.16,-1.73
32.233,-0.91,-2.81,-0.78
32.248,-1.43,-2.39,-0.09
32.263,-1.56,-1.88,0.27
32.283,-1.36,-1.22,0.12
32.298,-0.84,-0.52,-0.22
32.313,-0.23,-0.54,-0.55
32.328,0.31,-0.87,-0.83
32.347,0.66,-0.67,-0.95
32.362,0.67,-0.53,-0.99
32.377,0.38,-0.03,-0.89
32.392,-0.10,0.10,-0.89
32.412,-0.27,0.14,-0.88
32.427,-0.18,0.01,-0.81
32.442,0.02,-0.25,-0.71
32.457,0.64,-0.18,-0.76
32.477,1.00,-0.37,-0.78
32.492,0.48,-0.59,-0.54
32.507,-0.17,-0.33,-0.40
32.522,-0.52,-0.26,-0.30
32.542,-0.45,-0.09,-0.31
32.557,0.06,0.25,-0.44
