time,ax,ay,az,atotal
13.172,0.59,0.08,-0.13,0.61
13.182,0.64,0.04,-0.16,0.66
13.192,0.65,-0.03,-0.16,0.67
13.202,0.61,-0.12,-0.16,0.64
13.212,0.54,-0.13,-0.17,0.58
13.222,0.44,-0.09,-0.15,0.47
13.232,0.35,-0.01,-0.13,0.37
13.242,0.24,0.03,-0.12,0.27
13.252,0.18,0.02,-0.12,0.22
13.262,0.14,0.00,-0.15,0.21
13.272,0.15,-0.05,-0.23,0.28
13.282,0.17,-0.10,-0.31,0.37
13.292,0.23,-0.16,-0.37,0.47
13.302,0.27,-0.20,-0.35,0.48
13.312,0.29,-0.21,-0.30,0.47
13.322,0.29,-0.17,-0.21,0.40
13.332,0.21,-0.06,-0.07,0.23
13.342,0.10,0.08,0.11,0.17
13.351,0.00,0.22,0.21,0.31
13.362,-0.06,0.32,0.27,0.42
13.372,-0.07,0.36,0.24,0.44
13.382,-0.08,0.34,0.22,0.42
13.392,-0.07,0.28,0.19,0.35
13.402,-0.06,0.14,0.12,0.19
13.412,-0.05,-0.04,-0.07,0.10
13.422,0.01,-0.25,-0.38,0.46
13.432,0.10,-0.39,-0.71,0.81
13.442,0.18,-0.46,-0.90,1.03
13.451,0.24,-0.46,-1.01,1.13
13.462,0.29,-0.41,-1.11,1.22
13.471,0.28,-0.35,-1.21,1.29
13.481,0.28,-0.25,-1.30,1.35
13.491,0.30,-0.22,-1.32,1.38
13.501,0.32,-0.21,-1.31,1.36
13.511,0.33,-0.17,-1.27,1.33
13.521,0.32,-0.12,-1.26,1.30
13.531,0.26,-0.08,-1.26,1.29
13.541,0.23,-0.12,-1.27,1.29
13.551,0.23,-0.21,-1.28,1.32
13.561,0.29,-0.29,-1.31,1.37
13.571,0.40,-0.35,-1.28,1.39
13.581,0.51,-0.37,-1.26,1.41
13.591,0.62,-0.38,-1.28,1.48
13.601,0.74,-0.38,-1.40,1.63
13.611,0.85,-0.42,-1.62,1.87
13.621,1.02,-0.49,-1.97,2.27
13.631,1.20,-0.57,-2.41,2.75
13.641,1.36,-0.35,-2.88,3.21
13.651,1.40,-0.58,-2.78,3.17
13.661,1.23,-0.82,-2.50,2.90
13.671,1.21,-0.83,-2.33,2.76
13.681,1.44,-0.73,-2.23,2.76
13.691,1.43,-0.72,-1.72,2.35
13.701,1.24,-0.64,-1.14,1.80
13.711,0.98,-0.55,-0.81,1.39
13.721,0.74,-0.57,-0.77,1.21
13.731,0.59,-0.57,-0.95,1.25
13.741,0.46,-0.53,-1.22,1.41
13.751,0.43,-0.41,-1.61,1.71
13.761,0.56,-0.36,-2.22,2.31
13.771,0.78,-0.38,-3.01,3.13
13.781,1.12,-0.46,-3.84,4.03
13.791,1.32,-0.47,-4.34,4.57
13.801,1.24,-0.30,-4.19,4.38
13.811,0.80,0.01,-3.18,3.28
13.821,0.42,0.03,-1.29,1.36
13.831,0.07,0.10,0.17,0.21
13.841,-0.32,0.17,0.60,0.70
13.851,-0.84,0.17,0.30,0.90
13.861,-0.43,0.13,0.27,0.52
13.871,0.30,0.18,0.22,0.42
13.880,0.71,0.10,-0.08,0.72
13.891,1.07,0.03,-0.42,1.15
13.901,1.42,-0.11,-0.80,1.63
13.910,1.82,-0.31,-1.31,2.26
13.921,2.05,-0.46,-1.87,2.81
13.930,1.90,-0.38,-2.17,2.90
13.940,1.46,-0.12,-2.02,2.50
13.950,0.86,0.26,-1.53,1.78
13.960,0.33,0.62,-0.92,1.16
13.970,0.08,0.86,-0.32,0.92
13.980,-0.04,1.02,0.14,1.03
13.990,-0.11,0.98,0.31,1.04
14.000,-0.18,0.85,0.28,0.91
14.010,-0.17,0.76,0.16,0.79
14.020,-0.03,0.70,0.04,0.70
14.030,0.26,0.79,0.04,0.83
14.040,0.62,0.92,0.25,1.14
14.050,0.82,1.01,0.51,1.40
14.060,0.85,1.11,0.74,1.59
14.070,0.78,1.25,0.97,1.76
14.080,0.55,1.45,1.03,1.87
14.090,0.21,1.66,0.85,1.88
14.100,-0.19,1.83,0.40,1.88
14.110,-0.67,1.93,-0.09,2.05
14.120,-1.08,1.98,-0.47,2.31
14.130,-1.35,2.18,-0.78,2.68
14.140,-1.37,2.61,-1.12,3.16
14.150,-1.13,3.07,-1.46,3.58
14.160,-0.85,3.56,-1.89,4.12
14.170,-0.36,3.95,-2.15,4.51
14.180,-0.03,4.22,-2.07,4.70
14.190,0.03,4.28,-1.48,4.53
14.200,-0.19,4.18,0.13,4.18
14.210,-0.88,3.93,2.61,4.80
14.220,-1.80,3.80,5.13,6.63
14.230,-2.33,4.04,6.65,8.12
14.240,-2.07,4.38,6.90,8.43
14.250,-1.23,4.65,5.98,7.68
14.260,-0.53,4.87,3.19,5.85
14.270,0.33,4.10,-2.39,4.76
14.280,1.43,1.21,-1.88,2.65
14.290,0.35,-2.01,4.57,5.01
14.300,-1.55,-4.30,6.48,7.93
14.310,-2.32,-6.48,4.60,8.28
14.320,-2.06,-8.86,1.42,9.20
14.332,-1.14,-10.58,-0.72,10.66
14.340,-0.31,-10.29,1.27,10.37
14.350,0.73,-8.20,2.66,8.65
14.360,2.10,-5.82,1.44,6.35
14.369,2.75,-4.20,-0.49,5.04
14.380,2.88,-3.83,-1.52,5.03
14.389,3.00,-4.70,-1.63,5.81
14.400,3.06,-6.31,-1.29,7.13
14.409,3.23,-7.86,-1.60,8.65
14.419,4.13,-9.00,-2.78,10.29
14.430,5.37,-9.58,-5.76,12.40
14.439,6.08,-9.78,-9.69,15.05
14.449,5.54,-8.89,-11.95,15.89
14.459,5.26,-7.52,-12.17,15.24
14.469,5.81,-5.94,-11.21,13.95
14.479,5.73,-4.28,-10.27,12.51
14.489,6.10,-2.20,-10.24,12.12
14.499,5.93,-0.18,-9.91,11.54
14.509,5.40,1.90,-9.59,11.17
14.519,4.54,4.00,-9.04,10.88
14.529,3.38,5.99,-9.18,11.47
14.539,2.54,7.80,-10.25,13.13
14.549,2.24,8.95,-10.36,13.87
14.559,1.95,9.27,-8.47,12.71
14.569,1.41,9.39,-7.59,12.16
14.579,0.61,9.60,-8.04,12.54
14.589,-0.24,9.55,-7.34,12.04
14.599,-1.46,9.20,-6.10,11.14
14.609,-3.33,7.87,-5.50,10.16
14.619,-4.30,6.31,-4.55,8.89
14.629,-4.91,5.08,-2.78,7.60
14.639,-5.36,3.75,-1.05,6.63
14.649,-5.13,2.13,0.76,5.60
14.659,-3.82,0.36,2.51,4.58
14.669,-1.35,-1.73,2.98,3.70
14.679,1.28,-4.39,1.53,4.82
14.689,5.22,-8.12,-2.81,10.05
14.699,9.70,-12.99,-4.96,16.95
14.709,10.45,-17.62,-1.41,20.53
14.719,7.49,-22.48,0.04,23.70
14.729,3.95,-27.71,-2.25,28.08
14.739,2.70,-28.60,-5.46,29.25
14.749,4.22,-21.02,-4.93,22.00
14.759,4.30,-11.33,-1.96,12.28
14.769,3.13,-5.26,0.76,6.17
14.779,1.30,-1.67,3.12,3.77
14.789,-0.96,1.51,4.54,4.88
14.799,-2.88,4.11,6.02,7.84
14.808,-4.13,5.74,7.39,10.23
14.819,-4.72,6.59,8.85,12.00
14.829,-5.20,6.94,9.95,13.20
14.839,-5.63,7.01,10.07,13.50
14.849,-5.88,7.19,10.07,13.70
14.858,-6.14,7.33,9.64,13.57
14.868,-6.58,7.47,8.99,13.42
14.879,-6.82,7.69,9.13,13.75
14.888,-6.86,7.98,8.37,13.45
14.898,-6.99,8.28,7.26,13.04
14.908,-7.24,8.50,6.15,12.75
14.919,-7.22,8.80,5.07,12.46
14.928,-6.88,8.83,3.43,11.71
14.938,-6.48,8.46,1.84,10.81
14.948,-6.08,7.92,0.63,10.00
14.958,-5.77,7.43,0.07,9.41
14.968,-5.51,7.06,-0.88,9.00
14.978,-5.63,6.64,-3.25,9.30
14.988,-5.49,6.77,-2.51,9.07
14.998,-5.06,6.18,-1.57,8.14
15.008,-1.96,-1.40,0.22,2.42
15.018,-0.85,-11.77,2.97,12.17
15.029,-0.30,-19.23,8.48,21.02
15.038,2.93,-25.14,12.55,28.25
15.048,6.81,-27.35,15.61,32.22
15.058,10.79,-24.28,15.78,30.90
15.068,13.30,-20.35,11.74,27.00
15.078,13.75,-16.41,7.41,22.66
15.088,16.16,-10.58,-16.27,25.26
15.098,23.83,-0.35,-74.20,77.93
15.108,18.61,-0.92,-34.76,39.44
15.118,14.55,0.12,-3.30,14.92
15.128,11.91,3.34,1.42,12.45
15.138,8.66,6.22,2.44,10.94
15.148,5.62,7.67,2.21,9.76
15.158,3.48,7.60,1.01,8.42
15.168,1.70,6.91,1.17,7.21
15.178,0.14,7.13,0.59,7.16
15.188,-1.61,8.10,-2.00,8.50
15.198,-2.44,10.43,-13.01,16.85
15.208,-1.46,12.50,-25.27,28.23
15.218,-2.05,10.38,-8.70,13.70
15.228,-3.16,9.01,2.16,9.79
15.238,-3.36,8.74,3.65,10.05
15.248,-2.87,7.89,3.51,9.10
15.258,-2.34,6.87,2.96,7.84
15.268,0.36,5.51,1.37,5.69
15.278,4.47,2.66,-2.34,5.70
15.288,7.37,-0.91,-3.93,8.40
15.298,9.10,-4.15,-2.61,10.33
15.307,10.65,-7.41,-1.23,13.04
15.317,11.28,-11.08,0.60,15.83
15.328,10.37,-14.96,2.47,18.37
15.338,10.32,-18.72,2.49,21.52
15.348,11.41,-22.05,2.09,24.91
15.358,12.67,-22.10,1.87,25.54
15.367,11.15,-17.58,2.79,21.00
15.377,6.56,-11.58,2.95,13.64
15.387,1.26,-7.32,3.49,8.21
15.397,-2.04,-4.29,4.14,6.31
15.407,-3.58,-1.83,4.81,6.26
15.417,-4.13,0.41,5.35,6.77
15.427,-4.64,2.36,6.38,8.24
15.437,-5.72,4.06,7.57,10.32
15.447,-6.84,5.11,8.64,12.15
15.457,-7.43,5.94,9.67,13.56
15.467,-7.25,6.64,10.64,14.49
15.477,-6.98,7.05,10.69,14.58
15.487,-6.99,6.98,10.63,14.51
15.497,-6.96,6.80,11.15,14.80
15.507,-6.82,6.92,10.87,14.57
15.517,-6.46,7.18,9.87,13.81
15.527,-6.20,7.75,8.15,12.85
15.537,-5.70,8.65,6.37,12.16
15.547,-5.27,9.59,4.97,12.02
15.557,-5.72,9.89,4.14,12.15
15.567,-7.32,7.36,-12.42,16.19
15.577,-6.37,0.97,-39.91,40.43
15.587,-4.45,3.39,-1.13,5.71
15.597,-3.63,5.43,11.84,13.52
15.607,-3.10,5.39,11.39,12.97
15.617,-3.85,3.33,16.66,17.42
15.627,-4.65,-7.96,20.31,22.31
15.637,-4.62,-30.05,16.26,34.48
15.647,-3.10,-40.01,14.45,42.66
15.657,-0.77,-39.87,11.27,41.44
15.667,2.66,-32.10,6.29,32.82
15.677,3.46,-20.71,0.94,21.02
15.687,4.02,-10.17,-5.47,12.23
15.697,4.25,-2.55,-12.20,13.17
15.707,4.71,1.34,-12.37,13.30
15.717,4.36,2.12,-3.66,6.07
15.727,2.30,1.27,3.66,4.50
15.737,0.72,0.73,6.24,6.32
15.747,0.21,1.13,6.57,6.67
15.757,0.87,1.17,5.90,6.08
15.766,2.32,1.02,5.25,5.83
15.777,3.62,0.80,4.78,6.05
15.787,4.01,0.68,4.12,5.78
15.797,3.23,0.01,3.05,4.44
15.806,2.10,-0.49,1.72,2.76
15.816,1.01,-0.63,0.45,1.27
15.826,-0.26,-0.18,-1.39,1.43
15.836,-2.11,0.70,-4.94,5.41
15.846,-2.68,1.31,-8.40,8.91
15.856,-2.24,1.56,-8.54,8.97
15.866,-1.20,1.89,-5.01,5.49
15.876,0.16,2.04,-1.20,2.38
15.886,0.64,2.66,0.97,2.90
15.896,0.25,3.56,1.50,3.87
15.906,-0.06,4.52,1.03,4.64
15.916,0.13,5.26,0.72,5.31
15.926,0.33,5.69,1.12,5.81
15.936,0.51,5.98,1.53,6.20
15.946,0.78,6.13,1.54,6.36
15.956,1.27,5.90,1.39,6.20
15.966,1.75,4.93,1.38,5.41
15.976,2.20,3.13,1.42,4.08
15.986,2.72,0.60,1.47,3.15
15.996,3.44,-2.31,1.51,4.41
16.006,3.80,-6.12,1.68,7.39
16.016,3.66,-10.74,2.03,11.53
16.026,3.11,-15.94,2.09,16.37
16.036,2.21,-20.64,2.45,20.90
16.046,1.28,-22.41,1.94,22.53
16.056,-0.56,-21.74,0.41,21.75
16.066,-4.00,-19.00,-0.88,19.44
16.076,-6.60,-13.85,-1.75,15.44
16.086,-7.61,-9.14,-1.59,12.00
16.096,-7.65,-5.56,-0.09,9.46
16.106,-7.17,-2.54,1.52,7.76
16.116,-6.61,-0.45,3.12,7.33
16.126,-6.12,1.11,4.21,7.51
16.136,-5.57,2.61,3.96,7.32
16.146,-5.11,3.84,3.41,7.24
16.156,-4.73,5.01,3.10,7.56
16.166,-4.36,6.09,2.27,7.83
16.176,-4.05,7.04,0.85,8.16
16.186,-3.71,7.85,-0.36,8.69
16.196,-3.29,8.34,-0.87,9.01
16.206,-2.91,8.54,-0.48,9.04
16.216,-2.55,8.36,0.52,8.75
16.226,-2.42,7.50,1.66,8.05
16.236,-2.03,6.17,2.28,6.89
16.245,-1.25,4.82,2.47,5.55
16.256,-0.06,3.39,2.50,4.21
16.265,1.36,2.02,2.55,3.52
16.275,2.92,0.80,2.51,3.93
16.285,4.55,0.11,2.52,5.20
16.295,5.87,-0.47,2.38,6.35
16.305,6.83,-1.08,1.80,7.15
16.315,7.81,-1.53,0.29,7.96
16.325,7.83,-2.44,-0.32,8.21
16.335,5.55,-3.25,1.18,6.54
16.345,2.82,-3.64,2.59,5.28
16.355,1.20,-4.26,2.99,5.34
16.365,0.59,-5.70,2.35,6.19
16.375,0.83,-6.93,1.54,7.15
16.385,-0.52,-6.64,-0.02,6.66
16.395,-2.36,-5.55,-3.31,6.88
16.405,-3.63,-4.56,-7.40,9.42
16.415,-5.41,-3.93,-8.40,10.73
16.425,-5.69,-1.09,-4.30,7.21
16.435,-5.12,1.41,0.57,5.35
16.445,-4.25,0.53,3.23,5.36
16.455,-1.98,-0.80,4.16,4.68
16.465,-1.00,-1.16,4.02,4.30
16.475,-0.76,0.29,3.27,3.37
16.485,-1.90,1.57,2.71,3.66
16.495,-2.33,2.46,2.39,4.15
16.505,-2.15,2.96,1.96,4.15
16.515,-1.61,2.48,1.46,3.30
16.525,-0.64,1.60,1.22,2.11
16.535,0.42,0.67,1.19,1.43
16.545,1.13,-0.24,1.30,1.74
16.555,1.53,-1.01,1.44,2.33
16.565,1.78,-1.57,1.76,2.96
16.575,1.92,-1.87,2.62,3.75
16.585,2.12,-1.77,2.92,4.02
16.595,2.33,-1.32,1.65,3.15
16.605,2.20,-0.86,0.16,2.37
16.615,1.60,-0.41,-1.76,2.42
16.625,0.46,-0.36,-7.57,7.59
16.635,-0.58,-0.62,-11.02,11.06
16.645,-1.08,-0.55,-8.01,8.10
16.655,-1.25,-0.53,-4.25,4.46
16.665,-1.39,-0.61,-1.62,2.22
16.674,-1.40,-0.52,0.25,1.51
16.685,-1.17,-0.26,1.44,1.87
16.695,-0.65,-0.10,1.94,2.05
16.705,-0.17,0.06,2.22,2.23
16.715,0.05,0.28,2.38,2.39
16.724,0.12,0.44,2.42,2.47
16.734,0.22,0.47,2.35,2.41
16.745,0.38,0.40,2.14,2.21
16.754,0.58,0.36,1.83,1.95
16.764,0.80,0.33,1.37,1.63
16.774,1.08,0.30,0.74,1.34
16.784,1.32,0.26,-0.13,1.35
16.795,1.51,0.28,-1.36,2.05
16.804,1.53,0.32,-2.66,3.08
16.814,1.25,0.38,-3.28,3.53
16.824,0.99,0.45,-2.71,2.92
16.834,0.81,0.41,-1.47,1.73
16.844,0.57,0.21,-0.42,0.74
16.854,0.20,-0.03,0.26,0.33
16.864,-0.13,-0.21,0.65,0.70
16.874,-0.19,-0.22,0.85,0.89
16.884,-0.35,-0.18,0.87,0.96
16.894,-0.60,-0.12,0.84,1.03
16.904,-0.80,-0.13,0.75,1.11
16.914,-0.86,-0.23,0.69,1.13
16.924,-0.85,-0.39,0.62,1.12
16.934,-0.90,-0.59,0.57,1.22
16.944,-0.99,-0.69,0.49,1.30
16.954,-0.95,-0.71,0.39,1.25
16.964,-0.79,-0.65,0.30,1.07
16.974,-0.60,-0.56,0.19,0.84
16.984,-0.37,-0.44,0.14,0.59
16.994,-0.15,-0.30,0.07,0.34
17.004,0.07,-0.13,0.05,0.16
17.014,0.21,-0.01,0.03,0.22
17.024,0.29,0.07,0.05,0.31
17.034,0.30,0.13,0.14,0.36
17.044,0.24,0.13,0.25,0.37
17.054,0.14,0.13,0.38,0.42
17.064,-0.01,0.10,0.46,0.47
17.074,-0.18,0.08,0.48,0.52
17.084,-0.29,0.04,0.45,0.54
17.094,-0.36,-0.03,0.41,0.55
17.104,-0.38,-0.09,0.38,0.55
17.114,-0.37,-0.12,0.37,0.54
17.124,-0.38,-0.13,0.36,0.54
17.134,-0.33,-0.14,0.28,0.46
17.144,-0.25,-0.13,0.17,0.33
17.154,-0.15,-0.08,-0.01,0.18
17.164,-0.05,-0.06,-0.20,0.21
17.174,-0.02,-0.07,-0.39,0.39
17.183,0.00,-0.06,-0.49,0.50
17.193,0.03,-0.07,-0.49,0.49
17.203,0.03,-0.05,-0.39,0.39
17.214,0.04,-0.03,-0.26,0.27
17.223,0.05,-0.04,-0.13,0.14
17.233,0.05,-0.03,0.03,0.06
17.243,0.05,0.01,0.15,0.16
17.253,0.06,0.02,0.20,0.21
17.263,0.06,0.02,0.21,0.22
17.273,0.04,-0.06,0.17,0.19
17.283,0.06,-0.14,0.14,0.21
17.293,0.00,-0.14,0.08,0.17
17.303,-0.07,-0.12,-0.00,0.14
17.313,-0.16,-0.12,-0.08,0.22
17.323,-0.24,-0.14,-0.13,0.30
17.333,-0.27,-0.13,-0.11,0.32
17.343,-0.29,-0.13,-0.08,0.33
17.353,-0.29,-0.11,-0.01,0.31
17.363,-0.27,-0.15,-0.01,0.31
17.373,-0.15,-0.19,-0.01,0.25
17.383,-0.10,-0.11,0.00,0.14
17.393,-0.19,-0.10,-0.03,0.22
17.403,-0.15,-0.11,-0.01,0.18
17.413,-0.08,-0.09,0.03,0.12
17.423,-0.08,-0.06,0.07,0.12
17.433,0.07,-0.11,0.05,0.14
17.443,0.03,-0.05,0.08,0.10
17.453,-0.05,-0.08,0.09,0.13
17.463,-0.01,-0.08,0.06,0.10
17.473,0.11,0.01,0.07,0.13
17.483,0.11,0.06,0.05,0.14
17.493,0.08,0.06,0.05,0.11
17.503,0.05,0.05,-0.01,0.07
17.513,0.03,0.01,-0.07,0.08
17.523,0.01,-0.05,-0.08,0.10
17.533,-0.01,-0.07,-0.04,0.08
17.543,-0.12,-0.19,0.02,0.22
17.553,-0.06,-0.21,0.05,0.22
17.563,-0.05,-0.14,0.08,0.17
17.573,-0.08,-0.09,0.09,0.15
17.583,-0.05,-0.07,0.05,0.10
17.593,-0.02,-0.03,0.01,0.04
17.603,0.03,0.05,-0.03,0.07
17.613,0.10,0.09,-0.03,0.14
17.623,0.16,0.09,-0.03,0.19
17.633,0.18,0.10,0.00,0.21
17.643,0.19,0.07,0.04,0.21
17.653,0.17,0.06,0.08,0.19
17.662,0.15,0.03,0.08,0.17
17.673,0.15,0.02,0.06,0.17
17.683,0.12,0.01,0.03,0.12
17.693,0.11,0.01,0.00,0.11
17.702,0.09,0.01,-0.04,0.09
17.713,0.09,0.01,-0.09,0.12
17.722,0.07,0.00,-0.11,0.13
17.733,0.06,-0.01,-0.10,0.12
17.742,0.03,-0.03,-0.08,0.09
17.752,0.01,-0.03,-0.04,0.05
17.762,0.01,-0.02,-0.02,0.03
17.772,-0.01,-0.01,0.00,0.02
17.782,-0.01,-0.03,0.05,0.06
17.792,-0.02,-0.08,0.06,0.10
17.802,-0.02,-0.12,0.04,0.13
17.812,0.00,-0.09,-0.01,0.09
17.822,0.00,-0.02,-0.05,0.05
17.832,0.01,0.01,-0.05,0.05
17.842,0.00,0.01,-0.05,0.05
17.852,0.03,0.02,-0.06,0.07
17.862,0.06,0.02,-0.06,0.09
17.872,0.04,-0.01,-0.02,0.05
17.882,0.03,-0.02,-0.01,0.04
17.892,0.05,-0.03,0.01,0.05
17.902,-0.02,-0.10,0.01,0.10
17.912,0.01,-0.10,0.03,0.10
17.922,0.11,-0.04,0.02,0.12
17.932,0.03,-0.02,0.03,0.05
17.942,-0.04,-0.03,0.05,0.07
17.952,-0.03,-0.03,0.03,0.05
17.962,0.03,0.01,-0.01,0.03
17.972,0.06,0.03,-0.04,0.08
17.982,0.08,0.03,-0.07,0.11
17.992,0.06,0.02,-0.06,0.09
18.002,0.06,-0.01,-0.05,0.08
18.012,0.07,-0.02,-0.07,0.10
18.022,0.09,-0.01,-0.07,0.11
18.032,0.10,0.02,-0.05,0.12
18.042,0.08,0.02,-0.03,0.09
18.052,0.09,0.02,-0.01,0.09
18.062,0.08,0.02,0.01,0.08
18.072,0.05,-0.03,0.04,0.07
18.082,0.03,-0.05,0.04,0.06
18.092,0.01,-0.05,0.04,0.07
18.101,-0.03,-0.04,0.04,0.06
18.112,-0.07,-0.02,0.01,0.08
18.121,-0.10,-0.02,0.01,0.11
18.132,-0.09,-0.04,-0.01,0.10
18.141,-0.06,-0.05,-0.01,0.08
18.152,-0.06,-0.09,-0.02,0.11
18.162,-0.07,-0.08,-0.02,0.11
18.171,-0.10,-0.11,-0.01,0.15
18.181,-0.09,-0.11,-0.03,0.15
18.191,-0.10,-0.07,-0.04,0.13
18.201,-0.10,-0.09,-0.07,0.15
18.212,-0.11,-0.12,-0.07,0.18
18.221,-0.11,-0.11,-0.06,0.17
18.231,-0.09,-0.09,-0.03,0.13
18.241,-0.06,-0.06,0.00,0.09
18.251,-0.03,-0.03,0.00,0.05
18.261,-0.00,-0.02,0.00,0.03
18.271,0.03,-0.01,-0.00,0.03
18.281,0.04,0.00,-0.01,0.04
18.291,0.06,0.00,-0.05,0.08
18.301,0.05,-0.00,-0.08,0.09
18.311,0.06,-0.01,-0.13,0.14
18.321,0.05,-0.02,-0.11,0.13
18.331,0.05,-0.03,-0.08,0.10
18.341,0.02,-0.05,-0.03,0.06
18.351,-0.01,-0.06,-0.01,0.06
18.361,-0.06,-0.04,-0.03,0.08
18.371,-0.06,-0.02,-0.04,0.08
18.381,-0.03,-0.03,-0.01,0.05
18.391,-0.01,-0.05,0.02,0.05
18.401,0.02,-0.03,0.03,0.05
18.411,0.03,-0.01,-0.00,0.04
18.421,0.03,-0.00,-0.05,0.06
18.431,0.01,-0.01,-0.09,0.09
18.441,-0.01,-0.02,-0.11,0.11
18.451,-0.01,-0.04,-0.08,0.09
18.461,-0.02,-0.07,-0.02,0.08
18.471,0.00,-0.03,0.05,0.06
18.481,-0.01,-0.01,0.09,0.09
18.491,-0.01,-0.01,0.06,0.07
18.501,0.02,-0.00,0.05,0.06
18.511,0.05,-0.02,0.03,0.06
18.521,0.08,-0.04,-0.00,0.09
18.531,0.09,-0.03,-0.01,0.10
18.541,0.05,-0.02,-0.01,0.05
18.550,-0.01,-0.03,-0.02,0.04
18.561,-0.08,-0.05,-0.03,0.09
18.571,-0.11,-0.05,0.01,0.12
18.581,-0.05,-0.07,0.04,0.10
18.590,-0.01,-0.06,0.06,0.09
18.600,-0.01,-0.04,0.07,0.08
18.610,0.02,-0.02,0.04,0.05
18.621,0.03,-0.01,0.01,0.03
18.631,-0.01,-0.03,-0.01,0.03
18.640,-0.05,-0.05,-0.03,0.08
18.650,-0.06,-0.08,0.00,0.11
18.660,-0.06,-0.08,0.06,0.12
18.670,-0.05,-0.07,0.10,0.13
18.680,-0.04,-0.05,0.13,0.15
18.690,-0.04,-0.03,0.17,0.17
18.700,-0.03,-0.04,0.14,0.15
18.710,-0.02,-0.05,0.13,0.14
18.720,-0.00,-0.05,0.09,0.10
18.730,-0.02,-0.04,0.03,0.06
18.740,-0.05,-0.04,0.02,0.07
18.750,-0.04,-0.05,0.00,0.06
18.760,-0.06,-0.06,0.01,0.08
18.770,-0.03,-0.07,0.01,0.08
18.780,-0.00,-0.08,-0.01,0.08
18.790,0.02,-0.08,-0.06,0.10
18.800,0.02,-0.09,-0.13,0.16
18.810,0.06,-0.11,-0.20,0.23
18.820,0.10,-0.11,-0.21,0.25
18.830,0.01,-0.08,-0.22,0.23
18.840,0.00,-0.04,-0.18,0.19
18.850,-0.04,-0.01,-0.08,0.10
18.860,-0.08,0.02,0.05,0.09
18.870,-0.08,0.01,0.16,0.17
18.880,-0.10,-0.00,0.21,0.23
18.890,-0.10,-0.00,0.16,0.19
18.900,0.00,-0.03,0.07,0.07
18.910,0.06,-0.02,-0.03,0.07
18.920,0.09,-0.01,-0.13,0.16
18.930,0.13,0.00,-0.14,0.20
18.940,0.16,0.04,-0.13,0.21
18.950,0.14,0.04,-0.09,0.18
18.960,0.14,0.07,-0.01,0.15
18.970,0.13,0.07,0.06,0.16
18.980,0.11,0.10,0.15,0.21
18.990,0.10,0.07,0.18,0.22
19.000,0.04,0.04,0.16,0.17
19.010,0.04,-0.02,0.12,0.13
19.020,0.06,-0.04,0.03,0.08
19.030,0.04,-0.06,-0.04,0.08
19.040,0.05,-0.06,-0.11,0.13
19.050,0.04,-0.06,-0.15,0.16
19.060,0.04,-0.04,-0.16,0.17
19.069,0.04,-0.02,-0.15,0.16
19.079,0.03,-0.01,-0.12,0.13
19.089,0.02,-0.02,-0.06,0.07
19.099,0.02,-0.03,-0.02,0.04
19.109,0.06,-0.04,0.03,0.08
19.119,0.07,-0.02,0.05,0.09
19.129,0.06,0.00,0.05,0.08
19.139,0.04,0.02,0.02,0.05
19.149,0.03,0.02,0.01,0.03
19.159,0.03,0.03,0.00,0.04
19.169,0.05,0.01,-0.00,0.05
19.179,0.05,-0.02,-0.01,0.06
19.189,0.05,-0.02,-0.00,0.06
19.199,0.03,-0.03,0.00,0.04
19.209,0.01,0.00,0.04,0.04
19.219,-0.03,0.01,0.08,0.08
19.229,-0.05,0.01,0.12,0.13
19.239,-0.04,-0.01,0.10,0.11
19.249,-0.04,-0.04,0.04,0.06
19.259,-0.03,-0.06,0.00,0.07
19.269,-0.03,-0.08,-0.06,0.11
19.279,-0.04,-0.08,-0.10,0.14
19.289,-0.02,-0.08,-0.14,0.16
19.299,0.00,-0.07,-0.17,0.18
19.309,0.01,-0.04,-0.19,0.20
19.319,0.04,-0.02,-0.14,0.15
19.329,0.05,-0.01,-0.08,0.09
19.339,0.03,-0.01,0.01,0.03
19.349,0.03,-0.02,0.06,0.07
19.359,0.04,-0.01,0.07,0.08
19.369,0.09,0.01,-0.01,0.09
19.379,0.11,0.02,-0.10,0.15
19.389,0.09,0.02,-0.11,0.15
19.399,0.08,0.01,-0.10,0.13
19.409,0.08,-0.00,-0.08,0.11
19.419,0.07,-0.01,-0.04,0.08
19.429,0.03,-0.02,-0.00,0.04
19.439,0.01,-0.02,0.01,0.03
19.449,-0.00,-0.02,0.00,0.02
19.459,-0.03,-0.02,-0.04,0.05
19.469,-0.03,-0.03,-0.05,0.07
19.479,-0.04,-0.03,-0.03,0.06
19.489,-0.04,-0.05,-0.00,0.06
19.498,-0.02,-0.05,0.02,0.06
19.509,0.01,-0.05,0.04,0.06
19.519,0.01,-0.05,0.03,0.06
19.529,0.02,-0.03,0.04,0.05
19.538,0.02,-0.04,0.02,0.05
19.548,0.01,-0.05,0.02,0.05
19.558,-0.03,-0.02,0.02,0.05
19.568,-0.05,-0.02,0.03,0.07
19.579,-0.04,-0.02,0.03,0.06
19.588,-0.03,-0.05,0.03,0.06
19.598,0.01,-0.06,0.02,0.06
19.609,-0.04,-0.05,0.02,0.06
19.618,-0.07,-0.03,0.01,0.08
19.628,-0.04,-0.04,0.04,0.07
19.638,0.03,-0.02,0.06,0.07
19.648,0.02,-0.02,0.07,0.07
